time 		gpv001pnt10113ppntm		evf507ety101mpzoyout		chtcon(1)		chavg(1)		chlhsumpa		rcptavgn	time 		rcpppzr		rcp054rcp007mnzoyout		rcv501std0102fvol		fwfrcp001gv		rcppmssga		msfsg(1)	
00:00:17:949		6.831940E+06		100.057		36.1112		0		0.000162237		309.85	00:00:17:949		1.547810E+07		0.171248		2.8395		529.796		6.965640E+06		526.844	
00:00:17:850		6.831940E+06		100.057		36.1112		0		0.000162237		309.85	00:00:17:850		1.547810E+07		0.171256		2.8395		529.798		6.965630E+06		526.844	
00:00:17:750		6.831930E+06		100.057		36.1112		0		0.000162237		309.85	00:00:17:750		1.547810E+07		0.171265		2.83946		529.8		6.965630E+06		526.843	
00:00:17:649		6.831930E+06		100.057		36.1157		0		0.000159886		309.85	00:00:17:649		1.547810E+07		0.171274		2.83946		529.801		6.965630E+06		526.841	
00:00:17:550		6.831930E+06		100.057		36.1157		0		0.000159886		309.85	00:00:17:550		1.547810E+07		0.171282		2.83937		529.803		6.965620E+06		526.839	
00:00:17:449		6.831920E+06		100.057		36.1201		0		0.000157535		309.85	00:00:17:449		1.547810E+07		0.17129		2.83937		529.805		6.965620E+06		526.832	
00:00:17:350		6.831920E+06		100.057		36.1201		0		0.000157535		309.85	00:00:17:350		1.547810E+07		0.171299		2.83933		529.807		6.965620E+06		526.838	
00:00:17:149		6.831910E+06		100.058		36.1246		0		0.000155184		309.85	00:00:17:149		1.547810E+07		0.171316		2.83924		529.811		6.965610E+06		526.837	
00:00:17:149		6.831910E+06		100.058		36.1246		0		0.000155184		309.85	00:00:17:149		1.547810E+07		0.171316		2.83924		529.811		6.965610E+06		526.837	
00:00:17:050		6.831910E+06		100.058		36.1246		0		0.000155184		309.85	00:00:17:050		1.547810E+07		0.171324		2.83924		529.812		6.965600E+06		526.836	
00:00:16:949		6.831910E+06		100.058		36.1291		0		0.000152832		309.85	00:00:16:949		1.547810E+07		0.171333		2.83924		529.814		6.965600E+06		526.834	
00:00:16:850		6.831900E+06		100.058		36.1291		0		0.000152832		309.85	00:00:16:850		1.547810E+07		0.171341		2.8392		529.816		6.965600E+06		526.832	
00:00:16:750		6.831900E+06		100.058		36.1291		0		0.000152832		309.85	00:00:16:750		1.547810E+07		0.17135		2.83916		529.818		6.965590E+06		526.824	
00:00:16:649		6.831900E+06		100.058		36.1336		0		0.000150481		309.85	00:00:16:649		1.547810E+07		0.171358		2.83911		529.82		6.965590E+06		526.83	
00:00:16:550		6.831890E+06		100.058		36.1336		0		0.000150481		309.85	00:00:16:550		1.547810E+07		0.171367		2.83907		529.822		6.965580E+06		526.831	
00:00:16:449		6.831890E+06		100.058		36.1381		0		0.00014813		309.85	00:00:16:449		1.547810E+07		0.171375		2.83902		529.823		6.965580E+06		526.83	
00:00:16:300		6.831880E+06		100.058		36.1381		0		0.00014813		309.85	00:00:16:300		1.547810E+07		0.171388		2.83903		529.825		6.965570E+06		526.826	
00:00:16:149		6.831880E+06		100.058		36.1427		0		0.000145779		309.85	00:00:16:149		1.547810E+07		0.1714		2.83898		529.829		6.965570E+06		526.827	
00:00:16:149		6.831880E+06		100.058		36.1427		0		0.000145779		309.85	00:00:16:149		1.547810E+07		0.1714		2.83898		529.829		6.965570E+06		526.827	
00:00:16:050		6.831880E+06		100.058		36.1427		0		0.000145779		309.85	00:00:16:050		1.547810E+07		0.171408		2.83898		529.831		6.965560E+06		526.826	
00:00:15:949		6.831870E+06		100.058		36.1472		0		0.000143428		309.85	00:00:15:949		1.547810E+07		0.171417		2.8389		529.833		6.965560E+06		526.825	
00:00:15:849		6.831870E+06		100.058		36.1472		0		0.000143428		309.85	00:00:15:849		1.547810E+07		0.171425		2.83885		529.835		6.965560E+06		526.824	
00:00:15:750		6.831860E+06		100.059		36.1472		0		0.000143428		309.85	00:00:15:750		1.547810E+07		0.171433		2.83885		529.836		6.965550E+06		526.822	
00:00:15:599		6.831860E+06		100.059		36.1518		0		0.000141076		309.85	00:00:15:599		1.547810E+07		0.171445		2.83881		529.84		6.965550E+06		526.822	
00:00:15:599		6.831860E+06		100.059		36.1518		0		0.000141076		309.85	00:00:15:599		1.547810E+07		0.171445		2.83881		529.84		6.965550E+06		526.822	
00:00:15:500		6.831850E+06		100.059		36.1518		0		0.000141076		309.85	00:00:15:500		1.547810E+07		0.171454		2.83881		529.842		6.965540E+06		526.834	
00:00:15:400		6.831850E+06		100.059		36.1563		0		0.000138725		309.85	00:00:15:400		1.547810E+07		0.171463		2.83877		529.844		6.965540E+06		526.832	
00:00:15:250		6.831850E+06		100.059		36.1563		0		0.000138725		309.85	00:00:15:250		1.547810E+07		0.171475		2.83868		529.846		6.965530E+06		526.818	
00:00:15:150		6.831840E+06		100.059		36.1609		0		0.000136374		309.85	00:00:15:150		1.547810E+07		0.171483		2.83868		529.847		6.965530E+06		526.823	
00:00:15:050		6.831840E+06		100.059		36.1609		0		0.000136374		309.85	00:00:15:050		1.547810E+07		0.171492		2.83863		529.849		6.965520E+06		526.818	
00:00:14:900		6.831830E+06		100.059		36.1655		0		0.000134023		309.85	00:00:14:900		1.547810E+07		0.171504		2.83859		529.853		6.965520E+06		526.817	
00:00:14:900		6.831830E+06		100.059		36.1655		0		0.000134023		309.85	00:00:14:900		1.547810E+07		0.171504		2.83859		529.853		6.965520E+06		526.817	
00:00:14:800		6.831830E+06		100.059		36.1655		0		0.000134023		309.85	00:00:14:800		1.547810E+07		0.171512		2.83855		529.855		6.965510E+06		526.817	
00:00:14:699		6.831820E+06		100.059		36.1701		0		0.000131671		309.85	00:00:14:699		1.547810E+07		0.17152		2.83855		529.857		6.965510E+06		526.816	
00:00:14:599		6.831820E+06		100.059		36.1701		0		0.000131671		309.849	00:00:14:599		1.547810E+07		0.171528		2.83851		529.858		6.965500E+06		526.815	
00:00:14:500		6.831820E+06		100.059		36.1701		0		0.000131671		309.849	00:00:14:500		1.547810E+07		0.171537		2.83846		529.86		6.965500E+06		526.814	
00:00:14:400		6.831810E+06		100.059		36.1747		0		0.00012932		309.849	00:00:14:400		1.547810E+07		0.171545		2.83846		529.862		6.965490E+06		526.815	
00:00:14:199		6.831800E+06		100.06		36.1794		0		0.000126969		309.849	00:00:14:199		1.547810E+07		0.171561		2.83842		529.866		6.965490E+06		526.813	
00:00:14:199		6.831800E+06		100.06		36.1794		0		0.000126969		309.849	00:00:14:199		1.547810E+07		0.171561		2.83842		529.866		6.965490E+06		526.813	
00:00:14:099		6.831800E+06		100.06		36.1794		0		0.000126969		309.849	00:00:14:099		1.547810E+07		0.171569		2.83838		529.868		6.965480E+06		526.812	
00:00:14:000		6.831800E+06		100.06		36.1794		0		0.000126969		309.849	00:00:14:000		1.547810E+07		0.171578		2.83829		529.871		6.965480E+06		526.811	
00:00:13:900		6.831790E+06		100.06		36.184		0		0.000124618		309.849	00:00:13:900		1.547810E+07		0.171586		2.83829		529.873		6.965470E+06		526.811	
00:00:13:800		6.831790E+06		100.06		36.184		0		0.000124618		309.849	00:00:13:800		1.547810E+07		0.171594		2.83829		529.875		6.965470E+06		526.81	
00:00:13:699		6.831780E+06		100.06		36.1886		0		0.000122266		309.849	00:00:13:699		1.547810E+07		0.171603		2.83825		529.877		6.965460E+06		526.81	
00:00:13:599		6.831780E+06		100.06		36.1886		0		0.000122266		309.849	00:00:13:599		1.547810E+07		0.171611		2.83825		529.879		6.965460E+06		526.808	
00:00:13:500		6.831780E+06		100.06		36.1886		0		0.000122266		309.849	00:00:13:500		1.547810E+07		0.171619		2.8382		529.882		6.965460E+06		526.808	
00:00:13:400		6.831770E+06		100.06		36.1933		0		0.000119915		309.849	00:00:13:400		1.547810E+07		0.171628		2.83816		529.884		6.965450E+06		526.808	
00:00:13:199		6.831760E+06		100.06		36.1979		0		0.000117564		309.849	00:00:13:199		1.547810E+07		0.171644		2.83812		529.888		6.965440E+06		526.806	
00:00:13:199		6.831760E+06		100.06		36.1979		0		0.000117564		309.849	00:00:13:199		1.547810E+07		0.171644		2.83812		529.888		6.965440E+06		526.806	
00:00:13:099		6.831760E+06		100.06		36.1979		0		0.000117564		309.849	00:00:13:099		1.547810E+07		0.171652		2.83812		529.89		6.965440E+06		526.805	
00:00:13:000		6.831760E+06		100.06		36.1979		0		0.000117564		309.849	00:00:13:000		1.547810E+07		0.17166		2.83807		529.893		6.965430E+06		526.805	
00:00:12:900		6.831750E+06		100.06		36.2026		0		0.000115213		309.849	00:00:12:900		1.547810E+07		0.171669		2.83803		529.895		6.965430E+06		526.804	
00:00:12:800		6.831750E+06		100.06		36.2026		0		0.000115213		309.849	00:00:12:800		1.547810E+07		0.171677		2.83799		529.897		6.965420E+06		526.803	
00:00:12:699		6.831740E+06		100.061		36.2073		0		0.000112861		309.849	00:00:12:699		1.547810E+07		0.171685		2.83799		529.899		6.965420E+06		526.801	
00:00:12:599		6.831740E+06		100.061		36.2073		0		0.000112861		309.849	00:00:12:599		1.547810E+07		0.171693		2.83794		529.901		6.965420E+06		526.815	
00:00:12:500		6.831740E+06		100.061		36.2073		0		0.000112861		309.849	00:00:12:500		1.547810E+07		0.171701		2.83795		529.903		6.965410E+06		526.797	
00:00:12:400		6.831730E+06		100.061		36.2119		0		0.00011051		309.849	00:00:12:400		1.547810E+07		0.17171		2.8379		529.906		6.965410E+06		526.803	
00:00:12:150		6.831720E+06		100.061		36.2166		0		0.000108159		309.849	00:00:12:150		1.547810E+07		0.171731		2.83782		529.91		6.965400E+06		526.802	
00:00:12:150		6.831720E+06		100.061		36.2166		0		0.000108159		309.849	00:00:12:150		1.547810E+07		0.171731		2.83782		529.91		6.965400E+06		526.802	
00:00:12:050		6.831720E+06		100.061		36.2166		0		0.000108159		309.849	00:00:12:050		1.547810E+07		0.171739		2.83782		529.914		6.965390E+06		526.801	
00:00:11:949		6.831710E+06		100.061		36.2213		0		0.000105808		309.849	00:00:11:949		1.547810E+07		0.171747		2.83777		529.916		6.965390E+06		526.801	
00:00:11:849		6.831710E+06		100.061		36.2213		0		0.000105808		309.849	00:00:11:849		1.547820E+07		0.171756		2.83777		529.917		6.965380E+06		526.8	
00:00:11:750		6.831700E+06		100.061		36.2213		0		0.000105808		309.849	00:00:11:750		1.547820E+07		0.171764		2.83773		529.919		6.965380E+06		526.8	
00:00:11:650		6.831700E+06		100.061		36.226		0		0.000103456		309.849	00:00:11:650		1.547820E+07		0.171773		2.83768		529.923		6.965370E+06		526.8	
00:00:11:550		6.831690E+06		100.061		36.226		0		0.000103456		309.849	00:00:11:550		1.547820E+07		0.171781		2.83769		529.925		6.965370E+06		526.798	
00:00:11:449		6.831690E+06		100.061		36.2306		0		0.000101105		309.849	00:00:11:449		1.547820E+07		0.171789		2.83769		529.927		6.965360E+06		526.798	
00:00:11:349		6.831690E+06		100.061		36.2306		0		0.000101105		309.849	00:00:11:349		1.547820E+07		0.171798		2.83764		529.928		6.965360E+06		526.797	
00:00:11:150		6.831680E+06		100.062		36.2353		0		9.88E-05		309.849	00:00:11:150		1.547820E+07		0.171815		2.8376		529.934		6.965350E+06		526.795	
00:00:11:150		6.831680E+06		100.062		36.2353		0		9.88E-05		309.849	00:00:11:150		1.547820E+07		0.171815		2.8376		529.934		6.965350E+06		526.795	
00:00:11:050		6.831670E+06		100.062		36.2353		0		9.88E-05		309.849	00:00:11:050		1.547820E+07		0.171823		2.83756		529.936		6.965340E+06		526.79	
00:00:10:949		6.831670E+06		100.062		36.24		0		9.64E-05		309.848	00:00:10:949		1.547820E+07		0.171832		2.83756		529.938		6.965340E+06		526.797	
00:00:10:849		6.831660E+06		100.062		36.24		0		9.64E-05		309.848	00:00:10:849		1.547820E+07		0.17184		2.83756		529.941		6.965340E+06		526.796	
00:00:10:750		6.831660E+06		100.062		36.24		0		9.64E-05		309.848	00:00:10:750		1.547820E+07		0.171848		2.83752		529.943		6.965330E+06		526.796	
00:00:10:650		6.831650E+06		100.062		36.2446		0		9.41E-05		309.848	00:00:10:650		1.547820E+07		0.171857		2.83743		529.945		6.965330E+06		526.795	
00:00:10:550		6.831650E+06		100.062		36.2446		0		9.41E-05		309.848	00:00:10:550		1.547820E+07		0.171865		2.83748		529.949		6.965320E+06		526.794	
00:00:10:449		6.831650E+06		100.062		36.2493		0		9.17E-05		309.848	00:00:10:449		1.547820E+07		0.171874		2.83743		529.951		6.965320E+06		526.792	
00:00:10:349		6.831640E+06		100.062		36.2493		0		9.17E-05		309.848	00:00:10:349		1.547820E+07		0.171882		2.83739		529.952		6.965310E+06		526.791	
00:00:10:150		6.831640E+06		100.062		36.2539		0		8.93E-05		309.848	00:00:10:150		1.547820E+07		0.171899		2.83735		529.958		6.965300E+06		526.794	
00:00:10:150		6.831640E+06		100.062		36.2539		0		8.93E-05		309.848	00:00:10:150		1.547820E+07		0.171899		2.83735		529.958		6.965300E+06		526.794	
00:00:10:050		6.831630E+06		100.062		36.2539		0		8.93E-05		309.848	00:00:10:050		1.547820E+07		0.171908		2.83735		529.96		6.965300E+06		526.789	
00:00:09:949		6.831620E+06		100.062		36.2586		0		8.70E-05		309.848	00:00:09:949		1.547820E+07		0.171917		2.8373		529.963		6.965290E+06		526.788	
00:00:09:849		6.831620E+06		100.062		36.2586		0		8.70E-05		309.848	00:00:09:849		1.547820E+07		0.171926		2.83726		529.965		6.965290E+06		526.794	
00:00:09:750		6.831620E+06		100.063		36.2586		0		8.70E-05		309.848	00:00:09:750		1.547820E+07		0.171935		2.83726		529.967		6.965280E+06		526.785	
00:00:09:650		6.831610E+06		100.063		36.2632		0		8.46E-05		309.848	00:00:09:650		1.547820E+07		0.171944		2.83722		529.971		6.965280E+06		526.792	
00:00:09:550		6.831600E+06		100.063		36.2632		0		8.46E-05		309.848	00:00:09:550		1.547820E+07		0.171952		2.83722		529.973		6.965270E+06		526.791	
00:00:09:449		6.831600E+06		100.063		36.2678		0		8.23E-05		309.848	00:00:09:449		1.547820E+07		0.171961		2.83722		529.974		6.965270E+06		526.784	
00:00:09:250		6.831590E+06		100.063		36.2678		0		8.23E-05		309.848	00:00:09:250		1.547820E+07		0.171978		2.83718		529.98		6.965260E+06		526.792	
00:00:09:150		6.831580E+06		100.063		36.2724		0		7.99E-05		309.848	00:00:09:150		1.547820E+07		0.171988		2.83714		529.982		6.965250E+06		526.791	
00:00:09:150		6.831580E+06		100.063		36.2724		0		7.99E-05		309.848	00:00:09:150		1.547820E+07		0.171988		2.83714		529.982		6.965250E+06		526.791	
00:00:09:050		6.831580E+06		100.063		36.2724		0		7.99E-05		309.848	00:00:09:050		1.547820E+07		0.171996		2.8371		529.984		6.965250E+06		526.79	
00:00:08:949		6.831580E+06		100.063		36.2769		0		7.76E-05		309.848	00:00:08:949		1.547820E+07		0.172005		2.8371		529.987		6.965240E+06		526.784	
00:00:08:849		6.831570E+06		100.063		36.2769		0		7.76E-05		309.848	00:00:08:849		1.547820E+07		0.172014		2.83706		529.989		6.965240E+06		526.792	
00:00:08:750		6.831560E+06		100.063		36.2769		0		7.76E-05		309.848	00:00:08:750		1.547820E+07		0.172023		2.8371		529.993		6.965230E+06		526.791	
00:00:08:650		6.831560E+06		100.063		36.2815		0		7.52E-05		309.848	00:00:08:650		1.547820E+07		0.172032		2.83706		529.995		6.965230E+06		526.791	
00:00:08:550		6.831560E+06		100.063		36.2815		0		7.52E-05		309.848	00:00:08:550		1.547820E+07		0.172041		2.83702		529.997		6.965220E+06		526.79	
00:00:08:449		6.831550E+06		100.064		36.286		0		7.29E-05		309.848	00:00:08:449		1.547820E+07		0.17205		2.83697		530		5.220000E+08		526.783	
00:00:08:199		6.831550E+06		100.064		36.286		0		7.29E-05		309.848	00:00:08:199		1.547820E+07		0.17205		2.83697		530		5.220000E+08		526.783	
00:00:08:199		6.831540E+06		100.064		36.2905		0		7.05E-05		309.848	00:00:08:199		1.547820E+07		0.172074		2.83693		530.006		6.965210E+06		526.783	
00:00:08:099		6.831530E+06		100.064		36.2905		0		7.05E-05		309.848	00:00:08:099		1.547820E+07		0.172083		2.83693		530.009		6.965200E+06		526.791	
00:00:08:099		6.831530E+06		100.064		36.2905		0		7.05E-05		309.848	00:00:08:099		1.547820E+07		0.172083		2.83693		530.009		6.965200E+06		526.791	
00:00:08:000		6.831530E+06		100.064		36.2905		0		7.05E-05		309.848	00:00:08:000		1.547820E+07		0.172093		2.83689		530.011		6.965200E+06		526.79	
00:00:07:950		6.831520E+06		100.064		36.2949		0		6.82E-05		309.848	00:00:07:950		1.547820E+07		0.172102		2.83684		530.013		6.965190E+06		526.779	
00:00:07:799		6.831520E+06		100.064		36.2949		0		6.82E-05		309.848	00:00:07:799		1.547820E+07		0.172112		2.83689		530.015		6.965190E+06		526.799	
00:00:07:700		6.831520E+06		100.064		36.2994		0		6.58E-05		309.848	00:00:07:700		1.547820E+07		0.172122		2.83685		530.019		6.965180E+06		526.792	
00:00:07:599		6.831510E+06		100.064		36.2994		0		6.58E-05		309.848	00:00:07:599		1.547830E+07		0.172131		2.83685		530.02		6.965180E+06		526.792	
00:00:07:500		6.831500E+06		100.064		36.2994		0		6.58E-05		309.848	00:00:07:500		1.547830E+07		0.17214		2.83681		530.024		6.965170E+06		526.792	
00:00:07:400		6.831500E+06		100.064		36.3037		0		6.35E-05		309.848	00:00:07:400		1.547830E+07		0.172149		2.83672		530.026		6.965170E+06		526.792	
00:00:07:200		6.831490E+06		100.064		36.3081		0		6.11E-05		309.848	00:00:07:200		1.547830E+07		0.172167		2.83673		530.031		6.965160E+06		526.793	
00:00:07:200		6.831490E+06		100.064		36.3081		0		6.11E-05		309.848	00:00:07:200		1.547830E+07		0.172167		2.83673		530.031		6.965160E+06		526.793	
00:00:07:099		6.831480E+06		100.064		36.3081		0		6.11E-05		309.848	00:00:07:099		1.547830E+07		0.172177		2.83673		530.033		6.965150E+06		526.794	
00:00:07:049		6.831480E+06		100.064		36.3081		0		6.11E-05		309.847	00:00:07:049		1.547830E+07		0.172182		2.83669		530.035		6.965150E+06		526.793	
00:00:06:900		6.831470E+06		100.065		36.3123		0		5.88E-05		309.847	00:00:06:900		1.547830E+07		0.172196		2.83669		530.039		6.965140E+06		526.794	
00:00:06:700		6.831460E+06		100.065		36.3165		0		5.64E-05		309.847	00:00:06:700		1.547830E+07		0.172216		2.83665		530.044		6.965130E+06		526.794	
00:00:06:599		6.831460E+06		100.065		36.3165		0		5.64E-05		309.847	00:00:06:599		1.547830E+07		0.172226		2.83661		530.046		6.965130E+06		526.796	
00:00:06:599		6.831460E+06		100.065		36.3165		0		5.64E-05		309.847	00:00:06:599		1.547830E+07		0.172226		2.83661		530.046		6.965130E+06		526.796	
00:00:06:500		6.831450E+06		100.065		36.3165		0		5.64E-05		309.847	00:00:06:500		1.547830E+07		0.172236		2.83656		530.048		6.965120E+06		526.796	
00:00:06:400		6.831450E+06		100.065		36.3207		0		5.41E-05		309.847	00:00:06:400		1.547830E+07		0.172247		2.83657		530.052		6.965120E+06		526.796	
00:00:06:200		6.831440E+06		100.065		36.3248		0		5.17E-05		309.847	00:00:06:200		1.547830E+07		0.172267		2.83661		530.055		6.965110E+06		526.796	
00:00:06:200		6.831440E+06		100.065		36.3248		0		5.17E-05		309.847	00:00:06:200		1.547830E+07		0.172267		2.83661		530.055		6.965110E+06		526.796	
00:00:06:099		6.831430E+06		100.065		36.3248		0		5.17E-05		309.847	00:00:06:099		1.547830E+07		0.172278		2.83657		530.059		6.965100E+06		526.797	
00:00:06:000		6.831430E+06		100.065		36.3248		0		5.17E-05		309.847	00:00:06:000		1.547830E+07		0.172288		2.83653		530.061		6.965100E+06		526.798	
00:00:05:900		6.831420E+06		100.065		36.3288		0		4.94E-05		309.847	00:00:05:900		1.547830E+07		0.172298		2.83649		530.065		6.965090E+06		526.798	
00:00:05:799		6.831420E+06		100.065		36.3288		0		4.94E-05		309.847	00:00:05:799		1.547830E+07		0.172307		2.83649		530.066		6.965090E+06		526.798	
00:00:05:700		6.831410E+06		100.065		36.3328		0		4.70E-05		309.847	00:00:05:700		1.547830E+07		0.172316		2.83645		530.07		6.965080E+06		526.799	
00:00:05:599		6.831410E+06		100.065		36.3328		0		4.70E-05		309.847	00:00:05:599		1.547830E+07		0.172326		2.8365		530.072		6.965080E+06		526.799	
00:00:05:500		6.831400E+06		100.066		36.3328		0		4.70E-05		309.847	00:00:05:500		1.547830E+07		0.172335		2.83646		530.076		6.965080E+06		526.801	
00:00:05:400		6.831400E+06		100.066		36.3366		0		4.47E-05		309.847	00:00:05:400		1.547830E+07		0.172345		2.83642		530.078		6.965070E+06		526.801	
00:00:05:200		6.831390E+06		100.066		36.3404		0		4.23E-05		309.847	00:00:05:200		1.547830E+07		0.172365		2.83639		530.083		6.965060E+06		526.8	
00:00:05:200		6.831390E+06		100.066		36.3404		0		4.23E-05		309.847	00:00:05:200		1.547830E+07		0.172365		2.83639		530.083		6.965060E+06		526.8	
00:00:05:099		6.831380E+06		100.066		36.3404		0		4.23E-05		309.847	00:00:05:099		1.547830E+07		0.172375		2.83639		530.085		6.965060E+06		526.794	
00:00:05:000		6.831380E+06		100.066		36.3404		0		4.23E-05		309.847	00:00:05:000		1.547830E+07		0.172386		2.83634		530.089		6.965050E+06		526.802	
00:00:04:900		6.831370E+06		100.066		36.3441		0		4.00E-05		309.847	00:00:04:900		1.547840E+07		0.172397		2.83626		530.09		6.965050E+06		526.801	
00:00:04:799		6.831370E+06		100.066		36.3441		0		4.00E-05		309.847	00:00:04:799		1.547840E+07		0.172409		2.83625		530.092		6.965040E+06		526.801	
00:00:04:700		6.831370E+06		100.066		36.3477		0		3.76E-05		309.847	00:00:04:700		1.547840E+07		0.17242		2.83621		530.096		6.965040E+06		526.811	
00:00:04:599		6.831360E+06		100.066		36.3477		0		3.76E-05		309.847	00:00:04:599		1.547840E+07		0.172431		2.83625		530.098		6.965030E+06		526.803	
00:00:04:500		6.831350E+06		100.066		36.3477		0		3.76E-05		309.847	00:00:04:500		1.547840E+07		0.172443		2.83629		530.101		6.965030E+06		526.803	
00:00:04:400		6.831350E+06		100.066		36.3511		0		3.53E-05		309.847	00:00:04:400		1.547840E+07		0.172459		2.8363		530.105		6.965020E+06		526.814	
00:00:04:200		6.831340E+06		100.066		36.3545		0		3.29E-05		309.847	00:00:04:200		1.547840E+07		0.172474		2.8363		530.109		6.965010E+06		526.805	
00:00:04:200		6.831340E+06		100.066		36.3545		0		3.29E-05		309.847	00:00:04:200		1.547840E+07		0.172474		2.8363		530.109		6.965010E+06		526.805	
00:00:04:099		6.831340E+06		100.066		36.3545		0		3.29E-05		309.847	00:00:04:099		1.547840E+07		0.172483		2.83631		530.111		6.965010E+06		526.799	
00:00:03:950		6.831330E+06		100.067		36.3577		0		3.06E-05		309.847	00:00:03:950		1.547840E+07		0.172497		2.83623		530.114		6.965000E+06		526.806	
00:00:03:899		6.831320E+06		100.067		36.3577		0		3.06E-05		309.847	00:00:03:899		1.547840E+07		0.172501		2.83624		530.116		6.965000E+06		526.807	
00:00:03:799		6.831320E+06		100.067		36.3577		0		3.06E-05		309.847	00:00:03:799		1.547840E+07		0.17251		2.8362		530.12		6.964990E+06		526.806	
00:00:03:649		6.831310E+06		100.067		36.3608		0		2.82E-05		309.847	00:00:03:649		1.547840E+07		0.172523		2.83622		530.124		6.964990E+06		526.8	
00:00:03:549		6.831310E+06		100.067		36.3608		0		2.82E-05		309.847	00:00:03:549		1.547840E+07		0.172533		2.83622		530.127		6.964980E+06		526.808	
00:00:03:450		6.831300E+06		100.067		36.3637		0		2.59E-05		309.847	00:00:03:450		1.547840E+07		0.172543		2.83618		530.129		6.964980E+06		526.808	
00:00:03:350		6.831300E+06		100.067		36.3637		0		2.59E-05		309.847	00:00:03:350		1.547840E+07		0.172554		2.83605		530.131		6.964970E+06		526.808	
00:00:03:200		6.831290E+06		100.067		36.3665		0		2.35E-05		309.847	00:00:03:200		1.547840E+07		0.172572		2.836		530.135		6.964970E+06		526.802	
00:00:03:200		6.831290E+06		100.067		36.3665		0		2.35E-05		309.847	00:00:03:200		1.547840E+07		0.172572		2.836		530.135		6.964970E+06		526.802	
00:00:03:100		6.831290E+06		100.067		36.3665		0		2.35E-05		309.847	00:00:03:100		1.547840E+07		0.172584		2.836		530.138		6.964960E+06		526.809	
00:00:03:000		6.831280E+06		100.067		36.3665		0		2.35E-05		309.847	00:00:03:000		1.547840E+07		0.172597		2.83599		530.14		6.964960E+06		526.809	
00:00:02:899		6.831280E+06		100.067		36.3691		0		2.12E-05		309.847	00:00:02:899		1.547850E+07		0.172609		2.83599		530.142		6.964950E+06		526.808	
00:00:02:799		6.831280E+06		100.067		36.3691		0		2.12E-05		309.847	00:00:02:799		1.547850E+07		0.172622		2.83598		530.146		6.964950E+06		526.819	
00:00:02:700		6.831270E+06		100.067		36.3716		0		1.88E-05		309.846	00:00:02:700		1.547850E+07		0.172634		2.83602		530.147		6.964940E+06		526.811	
00:00:02:549		6.831260E+06		100.067		36.3716		0		1.88E-05		309.846	00:00:02:549		1.547850E+07		0.17265		2.83607		530.151		6.964940E+06		526.811	
00:00:02:450		6.831260E+06		100.068		36.3738		0		1.65E-05		309.846	00:00:02:450		1.547850E+07		0.172659		2.83603		530.155		6.964930E+06		526.805	
00:00:02:350		6.831250E+06		100.068		36.3738		0		1.65E-05		309.846	00:00:02:350		1.547850E+07		0.172667		2.83604		530.157		6.964930E+06		526.814	
00:00:02:250		6.831250E+06		100.068		36.3738		0		1.65E-05		309.846	00:00:02:250		1.547850E+07		0.172673		2.83601		530.16		6.964920E+06		526.813	
00:00:02:149		6.831240E+06		100.068		36.3759		0		1.41E-05		309.846	00:00:02:149		1.547850E+07		0.17268		2.83603		530.164		6.964920E+06		526.813	
00:00:02:049		6.831240E+06		100.068		36.3759		0		1.41E-05		309.846	00:00:02:049		1.547850E+07		0.172687		2.83604		530.166		6.964920E+06		526.812	
00:00:01:949		6.831240E+06		100.068		36.3777		0		1.18E-05		309.846	00:00:01:949		1.547850E+07		0.172695		2.83601		530.168		6.964910E+06		526.818	
00:00:01:850		6.831230E+06		100.068		36.3777		0		1.18E-05		309.846	00:00:01:850		1.547850E+07		0.172704		2.83598		530.171		6.964910E+06		526.803	
00:00:01:750		6.831230E+06		100.068		36.3777		0		1.18E-05		309.846	00:00:01:750		1.547850E+07		0.172714		2.8359		530.175		6.964900E+06		526.806	
00:00:01:649		6.831220E+06		100.068		36.3793		0		9.41E-06		309.846	00:00:01:649		1.547850E+07		0.172725		2.83581		530.177		6.964900E+06		526.817	
00:00:01:550		6.831220E+06		100.068		36.3793		0		9.41E-06		309.846	00:00:01:550		1.547850E+07		0.172738		2.83576		530.181		6.964890E+06		526.818	
00:00:01:449		6.831210E+06		100.068		36.3806		0		7.05E-06		309.846	00:00:01:449		1.547850E+07		0.172752		2.83575		530.182		6.964890E+06		526.819	
00:00:01:350		6.831210E+06		100.068		36.3806		0		7.05E-06		309.846	00:00:01:350		1.547850E+07		0.172767		2.83573		530.186		6.964890E+06		526.809	
00:00:01:250		6.831200E+06		100.068		36.3806		0		7.05E-06		309.846	00:00:01:250		1.547850E+07		0.172782		2.83571		530.19		6.964880E+06		526.828	
00:00:01:149		6.831200E+06		100.068		36.3817		0		4.70E-06		309.846	00:00:01:149		1.547850E+07		0.172797		2.83573		530.192		6.964880E+06		526.831	
00:00:01:050		6.831200E+06		100.068		36.3817		0		4.70E-06		309.846	00:00:01:050		1.547860E+07		0.17281		2.83572		530.195		6.964870E+06		526.822	
00:00:00:949		6.831190E+06		100.069		36.3826		0		2.35E-06		309.846	00:00:00:949		1.547860E+07		0.172821		2.83589		530.197		6.964870E+06		526.822	
00:00:00:849		6.831190E+06		100.069		36.3826		0		2.35E-06		309.846	00:00:00:849		1.547860E+07		0.17283		2.8359		530.201		6.964870E+06		526.823	
